"Prairie View A&M", 34, "Texas Southern", 14
"Missouri", 52, "Illinois", 42
"Sacramento State", 45, "Humboldt State", 13
"Nevada", 49, "Grambling State", 13
"Cal Poly", 29, "San Diego State", 27
"UNLV", 27, "Utah State", 17
"Arizona", 70, "Idaho", 0
"Oregon", 44, "Washington", 10
"Arizona State", 30, "Northern Arizona", 13
"Hampton", 17, "Jackson State", 13
"Kentucky", 27, "Louisville", 2
"Fayetteville State", 33, "North Carolina Central", 22
"Dayton", 31, "Central State", 12
"Colorado", 38, "Colorado State", 17
"Fresno State", 24, "Rutgers", 7
"UCLA", 27, "Tennessee", 24, "(OT)"
"St. Francis (IL)", 21, "Valparaiso", 0
"Delaware State", 35, "Florida A&M", 28, "(OT)"
"Washburn", 35, "Missouri State", 27
"Vanderbilt", 24, "South Carolina", 17
"Stonehill", 14, "Wagner", 13
"Ball State", 35, "Navy", 23
"Ohio State", 26, "Ohio", 14
"Wisconsin", 51, "Marshall", 14
"Illinois", 47, "Eastern Illinois", 21
"Georgia Tech", 19, "Boston College", 16
"Michigan", 16, "Miami (OH)", 6
"Connecticut", 12, "Temple", 9, "(OT)"
"Purdue", 42, "Northern Colorado", 10
"Savannah State", 45, "Livingstone", 10
"Michigan State", 42, "Eastern Michigan", 10
"Iowa", 42, "Florida International", 0
"Auburn", 27, "Southern Miss", 13
"Nebraska", 35, "San Jose State", 12
"Lehigh", 19, "Drake", 0
"Massachusetts", 45, "Holy Cross", 42
"New Hampshire", 28, "Army", 10
"Maine", 21, "Monmouth", 17
"Robert Morris", 27, "Morehead State", 13
"Sacred Heart", 21, "Bentley College", 10
"Butler", 20, "Albion", 6
"Bryant University", 39, "Southern Connecticut State", 36
"Iona", 27, "Delaware Valley", 19
"Virginia Tech", 24, "Furman", 7
"Presbyterian", 38, "Fayetteville State", 28
"Virginia Military Institute", 49, "St. Francis (PA)", 0
"North Dakota", 31, "St. Cloud State", 17
"Methodist", 32, "Campbell", 21
"Elon", 30, "Stony Brook", 20
"Brigham Young", 28, "Washington", 27
"Georgia", 56, "Central Michigan", 17
"Oklahoma", 52, "Cincinnati", 26
"Penn State", 45, "Oregon State", 14
"Wake Forest", 30, "Mississippi", 28
"Colorado State", 23, "Sacramento State", 20
"Louisville", 51, "Tennessee Tech", 10
"Akron", 42, "Syracuse", 28
"Clemson", 45, "Citadel", 17
"Appalachian State", 56, "Jacksonville", 7
"Air Force", 23, "Wyoming", 3
"Colorado", 31, "Eastern Washington", 24
"Oregon", 66, "Utah State", 24
"Notre Dame", 21, "San Diego State", 13
"Virginia", 16, "Richmond", 0
"Bethune-Cookman", 28, "Alabama State", 7
"Florida Atlantic", 49, "UAB", 34
"East Carolina", 24, "West Virginia", 3
"Idaho", 42, "Idaho State", 27
"Jackson State", 17, "Stillman", 7
"Prairie View A&M", 53, "Texas College", 0
"Northern Iowa", 24, "South Dakota", 13
"Texas A&M", 28, "New Mexico", 22
"Tennessee-Martin", 56, "Baker University", 0
"Florida State", 69, "Western Carolina", 0
"Kentucky", 38, "Norfolk State", 3
"Towson", 21, "Morgan State", 16
"North Carolina State", 34, "William & Mary", 24
"Pittsburgh", 27, "Buffalo", 16
"Chattanooga", 47, "Cumberland University", 6
"James Madison", 56, "North Carolina Central", 7
"Georgia Southern", 34, "Austin Peay", 20
"Bucknell", 48, "Duquesne", 42
"Western Kentucky", 37, "Eastern Kentucky", 13
"Fordham", 16, "Rhode Island", 0
"Gardner-Webb", 31, "Tusculum", 12
"Lafayette", 28, "Marist", 6
"North Carolina A&T", 14, "Winston-Salem", 8
"South Carolina State", 42, "Benedict", 3
"Wofford", 41, "Charleston Southern", 23
"North Carolina Pembroke", 21, "Davidson", 9
"Northern Arizona", 68, "New Mexico Highlands", 10
"California", 66, "Washington State", 3
"Missouri", 52, "Southeast Missouri State", 3
"Alabama", 20, "Tulane", 6
"South Florida", 31, "UCF", 24, "(OT)"
"Jacksonville State", 45, "Alabama A&M", 18
"Iowa State", 48, "Kent State", 28
"Southern Illinois", 37, "Hampton", 31
"Indiana", 45, "Murray State", 3
"Northwestern", 24, "Duke", 20
"Baylor", 51, "Northwestern State", 6
"Mississippi State", 34, "Southeastern Louisiana", 10
"Arkansas State", 83, "Texas Southern", 10
"Central Arkansas", 24, "UC Davis", 21
"Henderson State", 34, "Arkansas-Pine Bluff", 0
"Liberty", 44, "Glenville State", 27
"Middle Tennessee State", 24, "Maryland", 14
"Arkansas", 28, "Louisiana-Monroe", 27
"North Dakota State", 50, "Central Connecticut State", 14
"Samford", 62, "Faulkner", 0
"South Dakota State", 40, "Youngstown State", 7
"TCU", 67, "Stephen F. Austin", 7
"Tennessee State", 34, "Southern University", 32
"Western Michigan", 29, "Northern Illinois", 26
"Grambling State", 29, "Alcorn State", 0
"Oklahoma State", 56, "Houston", 37
"Tulsa", 56, "North Texas", 26
"Western Illinois", 63, "Quincy", 0
"Kansas State", 69, "Montana State", 10
"Kansas", 29, "Louisiana Tech", 0
"Minnesota", 42, "Bowling Green", 17
"Florida", 26, "Miami (FL)", 3
"Rice", 42, "Memphis", 35
"Southern Utah", 38, "Adams State", 10
"McNeese State", 52, "Delta State", 27
"Southern Methodist", 47, "Texas State", 36
"Utah", 42, "UNLV", 21
"San Diego", 38, "Azusa Pacific", 10
"Texas Tech", 35, "Nevada", 19
"Montana", 30, "Cal Poly", 28
"Arizona", 41, "Toledo", 16
"Arizona State", 41, "Stanford", 17
"Texas", 42, "UTEP", 13
"Hawaii", 36, "Weber State", 17
"Georgetown", 12, "Howard", 7
"Colgate", 23, "Coastal Carolina", 19
"Tennessee-Martin", 87, "Concordia College", 21
"North Carolina", 44, "Rutgers", 12
"Tennessee Tech", 29, "Southeast Missouri State", 27
"South Florida", 37, "Kansas", 34
"Louisiana-Monroe", 37, "Alabama A&M", 15
"Baylor", 45, "Washington State", 17
"Air Force", 31, "Houston", 28
"Maryland", 35, "California", 27
"Illinois", 20, "Louisiana-Lafayette", 17
"Michigan State", 17, "Florida Atlantic", 0
"Minnesota", 35, "Montana State", 23
"Duke", 41, "Navy", 31
"New Hampshire", 51, "Rhode Island", 43
"Clemson", 27, "North Carolina State", 9
"Buffalo", 30, "Temple", 28
"Toledo", 41, "Eastern Michigan", 17
"New Hampshire", 51, "Rhodes", 43
"Northwestern", 33, "Southern Illinois", 7
"Iowa", 17, "Iowa State", 5
"Tennessee", 35, "UAB", 3
"Missouri", 69, "Nevada", 17
"Villanova", 33, "Lehigh", 14
"Jacksonville", 52, "Campbell", 0
"Ball State", 41, "Akron", 24
"Franklin", 31, "Butler", 28
"Dayton", 23, "Fordham", 20
"Coastal Carolina", 26, "Monmouth", 7
"Bucknell", 17, "Robert Morris", 14
"Marist", 30, "St. Francis (PA)", 22
"TCU", 31, "Stanford", 14
"Wagner", 45, "Iona", 28
"Bryant University", 20, "Merrimack", 7
"Oklahoma State", 57, "Missouri State", 13
"Furman", 42, "Colgate", 21
"North Dakota", 45, "Wisconsin-La Crosse", 7
"Central Michigan", 31, "Ohio", 28
"Kent State", 24, "Delaware State", 3
"Valparaiso", 34, "Concordia University (WI)", 10
"East Carolina", 28, "Tulane", 24
"Miami (OH)", 38, "Charleston Southern", 27
"Richmond", 45, "Towson", 14
"Northwestern State", 31, "Grambling State", 19
"Wyoming", 16, "North Dakota State", 13
"Montana", 46, "Southern Utah", 10
"Oregon", 32, "Purdue", 26, "(OT)"
"Penn State", 55, "Syracuse", 13
"Brigham Young", 59, "UCLA", 0
"James Madison", 52, "Massachusetts", 38
"Virginia Tech", 20, "Georgia Tech", 17
"Georgia", 14, "South Carolina", 7
"Notre Dame", 35, "Michigan", 17
"Florida State", 46, "Chattanooga", 7
"Morgan State", 49, "North Carolina Central", 7
"Norfolk State", 27, "North Carolina A&T", 21
"South Carolina State", 28, "Bethune-Cookman", 19
"Youngstown State", 38, "Central State", 0
"Oregon State", 45, "Hawaii", 7
"Western Michigan", 51, "Idaho", 28
"Sacramento State", 27, "Southern Oregon", 16
"Delaware", 48, "West Chester", 20
"Georgia Southern", 34, "Northeastern", 27, "(OT)"
"Maine", 28, "Stony Brook", 13
"Eastern Kentucky", 16, "Morehead State", 8
"Elon", 66, "Presbyterian", 12
"Hampton", 38, "Howard", 27
"Liberty", 19, "Western Carolina", 16
"Savannah State", 16, "Winston-Salem", 13
"Lafayette", 24, "Georgetown", 6
"Auburn", 3, "Mississippi State", 2
"Alabama", 41, "Western Kentucky", 7
"Texas Tech", 43, "Southern Methodist", 7
"Illinois State", 42, "Murray State", 23
"Kentucky", 20, "Middle Tennessee State", 14
"Mississippi", 34, "Samford", 10
"Nebraska", 38, "New Mexico State", 7
"Vanderbilt", 38, "Rice", 21
"Marshall", 17, "Memphis", 16
"Central Arkansas", 41, "Arkansas-Pine Bluff", 17
"Southern Miss", 27, "Arkansas State", 24
"Gardner-Webb", 31, "Austin Peay", 15
"Drake", 36, "William Penn", 0
"Eastern Illinois", 38, "Indiana State", 3
"Albany", 22, "Hofstra", 16, "(OT)"
"Davidson", 20, "Lenoir-Rhyne", 16
"Southeastern Louisiana", 31, "South Dakota", 30
"South Dakota State", 24, "Western Illinois", 22
"Southern University", 49, "Mississippi Valley State", 7
"Tennessee State", 41, "Jackson State", 18
"Troy", 65, "Alcorn State", 0
"William & Mary", 52, "Virginia Military Institute", 17
"Texas Southern", 40, "Shaw", 29
"Connecticut", 45, "Virginia", 10
"Oklahoma", 55, "Washington", 14
"USC", 35, "Ohio State", 3
"LSU", 41, "North Texas", 3
"Utah", 58, "Utah State", 10
"San Jose State", 35, "San Diego State", 10
"Boise State", 20, "Bowling Green", 7
"New Mexico", 36, "Arizona", 28
"Weber State", 44, "Dixie State", 7
"UC Davis", 38, "Portland State", 24
"UNLV", 23, "Arizona State", 20, "(OT)"
"Wisconsin", 13, "Fresno State", 10
"Louisville", 38, "Kansas State", 29
"Alcorn State", 13, "Arkansas-Pine Bluff", 3
"Colorado", 17, "West Virginia", 14, "(OT)"
"North Dakota", 38, "Idaho State", 35
"Harvard", 25, "Holy Cross", 24
"Wagner", 21, "Marist", 14
"Connecticut", 31, "Baylor", 28
"Ohio State", 28, "Troy", 10
"North Carolina State", 30, "East Carolina", 24, "(OT)"
"Penn State", 45, "Temple", 3
"Georgia Tech", 38, "Mississippi State", 7
"Minnesota", 37, "Florida Atlantic", 3
"New Hampshire", 32, "Albany", 24
"Pittsburgh", 21, "Iowa", 20
"San Diego", 43, "Campbell", 7
"Purdue", 32, "Central Michigan", 25
"Northwestern", 16, "Ohio", 8
"Alabama", 49, "Arkansas", 14
"Yale", 47, "Georgetown", 7
"Fordham", 29, "Columbia", 22
"Brown", 17, "Stony Brook", 7
"Clemson", 54, "South Carolina State", 0
"Boston College", 34, "UCF", 7
"Maryland", 51, "Eastern Michigan", 24
"Sacred Heart", 44, "Iona", 24
"Akron", 22, "Army", 3
"Central Connecticut State", 35, "North Carolina Central", 23
"Dayton", 31, "Robert Morris", 14
"Hofstra", 23, "Rhode Island", 20
"Citadel", 37, "Princeton", 24
"Monmouth", 30, "Bryant University", 17
"North Carolina Pembroke", 22, "Jacksonville", 21
"Colgate", 34, "Dartmouth", 20
"Florida A&M", 51, "Howard", 24
"Western Carolina", 23, "Presbyterian", 21
"Virginia Military Institute", 69, "Chowan", 20
"Missouri", 42, "Buffalo", 21
"Furman", 23, "Delaware", 21
"Marian", 13, "Valparaiso", 10
"Brigham Young", 44, "Wyoming", 0
"South Dakota", 70, "Culver-Stockton", 7
"Richmond", 44, "Maine", 17
"Northern Illinois", 48, "Indiana State", 3
"Tulane", 24, "Louisiana-Monroe", 10
"Montana", 29, "UC Davis", 24
"Arizona", 31, "UCLA", 10
"Florida", 30, "Tennessee", 6
"Boise State", 37, "Oregon", 32
"Colorado State", 28, "Houston", 25
"Michigan State", 23, "Notre Dame", 7
"Virginia Tech", 20, "North Carolina", 17
"Syracuse", 30, "Northeastern", 21
"Villanova", 20, "Pennsylvania", 14, "(OT)"
"Miami (FL)", 41, "Texas A&M", 23
"Navy", 23, "Rutgers", 21
"Marshall", 34, "Southern Miss", 27
"Texas State", 38, "Northern Colorado", 35
"Utah", 30, "Air Force", 23
"UAB", 45, "Alabama State", 10
"Utah State", 42, "Idaho", 17
"Bethune-Cookman", 34, "Savannah State", 9
"South Florida", 17, "Florida International", 9
"Weber State", 32, "Sacramento State", 27
"Northern Iowa", 34, "South Dakota State", 20
"Jacksonville State", 31, "Chattanooga", 3
"Cornell", 21, "Bucknell", 20
"Hampton", 44, "North Carolina A&T", 7
"Prairie View A&M", 49, "Mississippi Valley State", 15
"Tennessee State", 34, "Eastern Kentucky", 20
"Morgan State", 21, "Winston-Salem", 7
"Youngstown State", 32, "North Dakota State", 24
"Texas", 52, "Rice", 10
"Texas Tech", 56, "Massachusetts", 14
"Wake Forest", 12, "Florida State", 3
"Kansas", 38, "Sam Houston State", 14
"Ball State", 42, "Indiana", 20
"Western Kentucky", 50, "Murray State", 9
"Vanderbilt", 23, "Mississippi", 17
"James Madison", 35, "Appalachian State", 32
"Washington State", 48, "Portland State", 9
"Elon", 22, "Georgia Southern", 20
"Louisiana-Lafayette", 44, "Kent State", 27
"Coastal Carolina", 31, "Towson", 3
"Alabama A&M", 37, "Central State", 17
"Arkansas State", 31, "Middle Tennessee State", 14
"Tennessee-Martin", 31, "Austin Peay", 17
"Central Arkansas", 51, "Quincy", 6
"Duquesne", 21, "St. Francis (PA)", 7
"Louisiana Tech", 41, "Southeastern Louisiana", 26
"Cal Poly", 52, "Northwestern State", 18
"Missouri State", 45, "Southeast Missouri State", 28
"South Carolina", 23, "Wofford", 13
"Texas Southern", 28, "Texas College", 13
"William & Mary", 42, "Norfolk State", 12
"Grambling State", 14, "Jackson State", 5
"Tulsa", 56, "New Mexico", 14
"Western Illinois", 34, "Stephen F. Austin", 14
"Western Michigan", 41, "Tennessee Tech", 7
"Cincinnati", 45, "Miami (OH)", 20
"Eastern Illinois", 25, "Illinois State", 21
"LSU", 26, "Auburn", 21
"Georgia", 27, "Arizona State", 10
"Memphis", 31, "Nicholls State", 10
"Northern Arizona", 19, "Southern Utah", 14
"TCU", 48, "Southern Methodist", 7
"Fresno State", 55, "Toledo", 54, "(OT)"
"Stanford", 23, "San Jose State", 10
"UNLV", 34, "Iowa State", 31, "(OT)"
"Eastern Washington", 52, "Western Washington", 31
"New Mexico State", 34, "UTEP", 33
"Alabama State", 47, "Mississippi Valley State", 7
"Tennessee Tech", 47, "Central Methodist", 19
"Tulane", 34, "Southern Methodist", 27
"Oregon State", 27, "USC", 21
"Hofstra", 43, "Stony Brook", 3
"Connecticut", 26, "Louisville", 21
"Ohio State", 34, "Minnesota", 21
"Maryland", 20, "Clemson", 17
"Michigan State", 42, "Indiana", 29
"Northeastern", 27, "UC Davis", 10
"Duke", 31, "Virginia", 3
"New Hampshire", 42, "Dartmouth", 6
"Pittsburgh", 34, "Syracuse", 24
"Ball State", 41, "Kent State", 20
"Northern Illinois", 37, "Eastern Michigan", 0
"Northwestern", 22, "Iowa", 17
"North Carolina", 28, "Miami (FL)", 24
"Southeast Missouri State", 24, "Indiana State", 21
"Mississippi", 31, "Florida", 30
"Brown", 24, "Harvard", 22
"Texas A&M", 21, "Army", 17
"Holy Cross", 38, "Georgetown", 14
"Boston College", 42, "Rhode Island", 0
"Cornell", 17, "Yale", 14
"Iona", 30, "Pace", 26
"Davidson", 38, "Jacksonville", 35
"Duquesne", 24, "Dayton", 16
"Sacred Heart", 28, "Marist", 16
"Morehead State", 36, "St. Francis (PA)", 21
"Monmouth", 34, "Robert Morris", 26
"Citadel", 34, "Western Carolina", 14
"Bryant University", 24, "Wagner", 14
"Charleston Southern", 27, "North Greenville", 0
"Elon", 23, "Samford", 17
"Ohio", 51, "Virginia Military Institute", 31
"Western Michigan", 7, "Temple", 3
"Memphis", 29, "Arkansas State", 17
"San Diego", 43, "Drake", 17
"Butler", 41, "Missouri S&T", 15
"Jacksonville State", 23, "Eastern Illinois", 10
"Eastern Kentucky", 13, "Austin Peay", 10, "(OT)"
"Montana State", 37, "South Dakota", 18
"Towson", 31, "Columbia", 24
"Montana", 38, "Central Washington", 35
"Texas", 52, "Arkansas", 10
"Michigan", 27, "Wisconsin", 25
"Auburn", 14, "Tennessee", 12
"Houston", 41, "East Carolina", 24
"Fresno State", 36, "UCLA", 31
"Florida State", 39, "Colorado", 21
"Rutgers", 38, "Morgan State", 0
"Villanova", 26, "Richmond", 20
"West Virginia", 27, "Marshall", 3
"Cincinnati", 17, "Akron", 15
"Furman", 35, "Chattanooga", 10
"Kansas State", 45, "Louisiana-Lafayette", 37
"Northern Arizona", 25, "Northern Colorado", 22
"Eastern Washington", 45, "Idaho State", 31
"Notre Dame", 38, "Purdue", 21
"Navy", 24, "Wake Forest", 17
"Bethune-Cookman", 33, "Norfolk State", 17
"Central Michigan", 27, "Buffalo", 25
"Florida A&M", 28, "Tennessee State", 21
"Grambling State", 13, "Langston", 2
"Bowling Green", 45, "Wyoming", 16
"Rice", 77, "North Texas", 20
"Prairie View A&M", 28, "Morehouse", 17
"Sacramento State", 41, "Portland State", 31
"Delaware", 38, "Albany", 7
"Princeton", 10, "Lehigh", 7
"James Madison", 24, "Maine", 10
"Southern University", 15, "Alcorn State", 12
"Colgate", 31, "Fordham", 24
"Sam Houston State", 49, "Gardner-Webb", 33
"Coastal Carolina", 20, "North Carolina A&T", 7
"South Carolina State", 43, "Winston-Salem", 17
"Liberty", 31, "Youngstown State", 28
"Lafayette", 24, "Pennsylvania", 17
"California", 42, "Colorado State", 7
"Oregon", 63, "Washington State", 14
"Howard", 49, "Savannah State", 21
"Oklahoma", 35, "TCU", 10
"Southern Illinois", 27, "Northern Iowa", 24
"Tennessee-Martin", 63, "Murray State", 38
"Kentucky", 41, "Western Kentucky", 3
"Wofford", 38, "Georgia Southern", 37, "(OT)"
"Southern Utah", 34, "Texas State", 20
"Appalachian State", 48, "Presbyterian", 14
"Alabama A&M", 23, "Arkansas-Pine Bluff", 17
"Central Connecticut State", 28, "Delaware State", 10
"Northwestern State", 63, "Southeastern Oklahoma", 12
"Southeastern Louisiana", 38, "North Dakota", 35
"South Carolina", 26, "UAB", 13
"South Dakota State", 50, "Stephen F. Austin", 48
"Oklahoma State", 55, "Troy", 24
"Tulsa", 62, "Central Arkansas", 34
"Florida International", 35, "Toledo", 16
"LSU", 34, "Mississippi State", 24
"South Florida", 41, "North Carolina State", 10
"Alabama", 41, "Georgia", 30
"Penn State", 38, "Illinois", 24
"Utah", 37, "Weber State", 21
"Virginia Tech", 35, "Nebraska", 30
"New Mexico", 35, "New Mexico State", 24
"Campbell", 36, "Carthage", 27
"McNeese State", 63, "Southern Virginia", 7
"UTEP", 58, "UCF", 13
"San Diego State", 45, "Idaho", 17
"Texas Southern", 45, "Concordia College", 27
"Stanford", 35, "Washington", 28
"Nevada", 49, "UNLV", 27
"San Jose State", 20, "Hawaii", 17
"Middle Tennessee State", 14, "Florida Atlantic", 13
"Boise State", 38, "Louisiana Tech", 3
"Pittsburgh", 26, "South Florida", 21
"Northern Iowa", 34, "Nicholls State", 14
"Memphis", 33, "UAB", 30
"Utah", 31, "Oregon State", 28
"Brigham Young", 34, "Utah State", 14
"Cincinnati", 33, "Marshall", 10
"Penn State", 20, "Purdue", 6
"Georgia Tech", 27, "Duke", 0
"Michigan State", 16, "Iowa", 13
"Minnesota", 16, "Indiana", 7
"Boston College", 38, "North Carolina State", 31
"Pennsylvania", 23, "Dartmouth", 10
"West Virginia", 24, "Rutgers", 17
"Akron", 30, "Kent State", 27, "(OT)"
"Illinois State", 57, "Indiana State", 6
"Northeastern", 35, "Towson", 17
"Oklahoma", 49, "Baylor", 17
"Florida", 38, "Arkansas", 7
"Kansas", 35, "Iowa State", 33
"Yale", 31, "Holy Cross", 28, "(OT)"
"Cornell", 25, "Lehigh", 24
"Rhode Island", 37, "Brown", 13
"Iona", 35, "Stonehill", 34, "(OT)"
"Harvard", 27, "Lafayette", 13
"Butler", 21, "Drake", 15
"Central Connecticut State", 35, "Wagner", 10
"Dayton", 42, "Campbell", 0
"Hampton", 17, "Delaware State", 14
"Albany", 33, "Duquesne", 23
"Bucknell", 21, "Marist", 17
"Monmouth", 42, "St. Francis (PA)", 15
"Morehead State", 26, "Davidson", 13
"Sacred Heart", 31, "Robert Morris", 28
"Samford", 21, "Western Carolina", 6
"Villanova", 38, "William & Mary", 28
"Virginia Tech", 27, "Western Kentucky", 13
"New Mexico State", 45, "Alcorn State", 10
"Princeton", 27, "Columbia", 24
"James Madison", 56, "Hofstra", 0
"Charleston Southern", 13, "Gardner-Webb", 10
"Elon", 31, "Furman", 10
"Richmond", 56, "Virginia Military Institute", 16
"Savannah State", 17, "Clark Atlanta", 14
"Colorado State", 41, "UNLV", 28
"South Carolina", 31, "Mississippi", 24
"Presbyterian", 22, "North Greenville", 15
"Western Michigan", 41, "Ohio", 20
"North Dakota State", 35, "Southern Illinois", 27
"Notre Dame", 28, "Stanford", 21
"Southern Utah", 14, "Youngstown State", 7
"Appalachian State", 47, "Citadel", 21
"McNeese State", 46, "South Dakota State", 44, "(3OT)"
"Western Illinois", 33, "Missouri State", 21
"Tennessee State", 30, "Tennessee-Martin", 27, "(OT)"
"Army", 44, "Tulane", 13
"Weber State", 45, "Montana", 28
"Alabama", 17, "Kentucky", 14
"Texas Tech", 58, "Kansas State", 28
"California", 24, "Arizona State", 14
"Massachusetts", 17, "Delaware", 7
"Illinois", 45, "Michigan", 20
"Temple", 28, "Miami (OH)", 10
"UCF", 31, "Southern Methodist", 17
"Florida State", 41, "Miami (FL)", 39
"Montana State", 33, "Idaho State", 21
"Eastern Michigan", 24, "Bowling Green", 21
"Navy", 33, "Air Force", 27
"Tuskegee", 34, "Alabama A&M", 24
"Bethune-Cookman", 31, "Morgan State", 27
"Portland State", 47, "Eastern Washington", 36
"Nevada", 49, "Idaho", 14
"San Diego", 42, "Valparaiso", 14
"North Carolina Central", 28, "North Carolina A&T", 27
"Vanderbilt", 14, "Auburn", 13
"South Carolina State", 28, "Florida A&M", 21
"Georgia Southern", 52, "Chattanooga", 28
"Texas State", 63, "Texas Southern", 39
"TCU", 41, "San Diego State", 7
"Winston-Salem", 34, "Howard", 10
"Northern Arizona", 42, "Sacramento State", 10
"North Carolina", 38, "Connecticut", 12
"Jacksonville State", 38, "Southeast Missouri State", 17
"Florida International", 42, "North Texas", 10
"Virginia", 31, "Maryland", 0
"Liberty", 43, "Coastal Carolina", 38
"Murray State", 32, "Austin Peay", 12
"Louisiana-Lafayette", 44, "Louisiana-Monroe", 35
"UTEP", 40, "Southern Miss", 37, "(OT)"
"Stephen F. Austin", 48, "Southeastern Louisiana", 45
"Tennessee", 13, "Northern Illinois", 9
"Grambling State", 40, "Prairie View A&M", 16
"Oklahoma State", 56, "Texas A&M", 28
"Southern University", 35, "Jackson State", 28
"Ball State", 31, "Toledo", 0
"Texas", 38, "Colorado", 14
"Arizona", 48, "Washington", 14
"USC", 44, "Oregon", 10
"Ohio State", 20, "Wisconsin", 17
"Tulsa", 63, "Rice", 28
"Eastern Kentucky", 33, "Tennessee Tech", 12
"Missouri", 52, "Nebraska", 17
"UC Davis", 34, "Northern Colorado", 30
"Cal Poly", 49, "South Dakota", 22
"New Mexico", 24, "Wyoming", 0
"Hawaii", 32, "Fresno State", 29, "(OT)"
"Troy", 30, "Florida Atlantic", 17
"Tennessee-Martin", 29, "Eastern Illinois", 26
"Wake Forest", 12, "Clemson", 7
"Florida A&M", 23, "Winston-Salem", 0
"Jacksonville", 51, "Webber International", 7
